ID,FinalHeight,Flower,FlowerDate,Capsule Count,POP,ML,BLK,Row,ConsumedBefore,Consumption_,Consumption,ID,Capitate,Single,Branched,Peltate,Length,FinalHeight,Seed Count,TRT,TAGID,Height1,Leaf1,Leaf2,HerbDamage1,PerDamage1,Height3,Leaf3,HerbDamage2,PerDamage2,Environment
1061,,,,0,8,67,1,11,0.034625,0.034625,0.036,1061,8,33,28,15,11321.967,,0,2,T2_B3_67,,,,,,16.5,1,1,1,2
510,15,0,,,8,67,2,6,0.034625,0.034625,0.004,510,NA,NA,NA,NA,NA,15,0,2,T1_B2_67,,,5,3,0.6,11,0,,1,2
519,25,0,29-Aug,,8,67,2,6,0.034625,0.035625,0.011,519,NA,NA,NA,NA,NA,25,1,2,T1_B2_67,,,5,4,0.8,14,3,3,1,2
747,,,,4,8,67,3,8,0.034625,0.034625,0,747,NA,NA,NA,NA,NA,,160,2,T2_B3_67,,,6,3,0.5,30,3,1,0.333333333,2
897,100,0,27-Aug,29,8,67,3,9,0.034625,0.034625,0,897,NA,NA,NA,NA,NA,100,1160,2,T1_B3_67,25,8,8,6,0.75,43,6,4,0.666666667,2
989,,,,0,8,67,3,10,0.034625,0.066291667,0.022333333,989,NA,NA,NA,NA,NA,,0,2,T2_B3_67,15.6,6,7,7,1,,0,,1,2
1021,39,,1-Sep,2,8,67,1,11,0.034625,0.034625,0.056666667,1021,NA,NA,NA,NA,NA,39,80,2,T3_B3_67,15.5,6,7,6,0.857142857,22,3,2,0.666666667,2
293,19,0,,,8,68,1,3,0.004333333,0.004333333,0.004333333,293,1,24,14,4,5509.724,19,0,2,T2_B1_68,19,9,7,3,0.428571429,20.7,4,3,0.75,2
401,,,,,8,68,2,5,0.004333333,0.004333333,0.07,401,3,27,12,5,4872.142,,0,2,T2_B1_68,,,5,3,0.6,,0,,1,2
667,77,0,21-Aug,14,8,68,2,7,0.004333333,15.36633333,0,667,3,10,35,8,10501.806,77,560,2,T1_B2_68,,,7,4,0.571428571,40,3,2,0.666666667,2
762,29,0,,,8,68,3,8,0.004333333,0.004333333,0.018333333,762,7,14,10,7,8648.703,29,0,2,T1_B3_68,23,9,10,7,0.7,35.2,5,4,0.8,2
184,32,0,,,8,68,1,2,0.004333333,0.004333333,0.004333333,184,8,13,26,0,13569.669,32,0,2,T1_B1_68,22,8,7,4,0.571428571,32,5,4,0.8,2
410,78,0,22-Aug,6,8,68,2,5,0.004333333,0.004333333,0,410,NA,NA,NA,NA,NA,78,240,2,T1_B2_68,19.5,,6,2,0.333333333,29,4,1,0.25,2
506,42,0,27-Aug,,8,68,2,6,0.004333333,0.004333333,0,506,NA,NA,NA,NA,NA,42,6,2,T1_B2_68,,,7,3,0.428571429,25,3,1,0.333333333,2
535,35,0,,4,8,68,2,6,0.004333333,0.424833333,0.058666667,535,NA,NA,NA,NA,NA,35,160,2,T1_B2_68,,,8,6,0.75,19,4,4,1,2
748,65,0,22-Aug,12,8,68,3,8,0.004333333,0.004333333,0.034625,748,NA,NA,NA,NA,NA,65,480,2,T2_B3_68,,,8,4,0.5,37.2,4,3,0.75,2
894,28,0,2-Sep,2,8,68,3,9,0.004333333,0.004333333,0.212333333,894,NA,NA,NA,NA,NA,28,80,2,T1_B3_68,13,6,5,4,0.8,20,2,2,1,2
1038,44,,28-Aug,4,8,68,1,11,0.004333333,0.004333333,0.1485,1038,NA,NA,NA,NA,NA,44,160,2,T3_B3_68,17,5,6,5,0.833333333,25,3,1,0.333333333,2
1076,13,,,0,8,68,2,11,0.004333333,0.004333333,0.086444444,1076,NA,NA,NA,NA,NA,13,0,2,T2_B3_68,9,6,6,6,1,14,0,,1,2
1064,25,,2-Sep,2,8,70,1,11,0.001333333,0.001333333,0.0155,1064,3,82,139,3,55862.03,25,80,2,T2_B3_70,14,5,6,6,1,22,4,1,0.25,2
195,85,6,5-Aug,73,8,70,1,2,0.001333333,0.001333333,0.001333333,195,NA,NA,NA,NA,NA,85,2920,2,T1_B1_70,19.7,7,9,3,0.333333333,37,7,1,0.142857143,2
758,60,0,24-Aug,12,8,70,3,8,0.001333333,0.001333333,0.004,758,NA,NA,NA,NA,NA,60,480,2,T2_B3_70,16,6,9,5,0.555555556,28.3,4,3,0.75,2
1039,,,,,8,70,1,11,0.001333333,0.001333333,0.004333333,1039,NA,NA,NA,NA,NA,,0,2,T3_B3_70,,,8,5,0.625,,,,1,2
83,13,0,,,8,71,1,1,0.025222222,0.058222222,0.058222222,83,NA,NA,NA,NA,NA,13,0,2,T1_B1_71,14.5,8,7,4,0.571428571,22,3,2,0.666666667,2
282,43,0,27-Aug,6,8,71,1,3,0.025222222,0.025222222,0.025222222,282,NA,NA,NA,NA,NA,43,240,2,T2_B1_17,23,8,7,3,0.428571429,30.2,4,4,1,2
291,34,0,19-Aug,4,8,71,1,3,0.025222222,0.025222222,0.025222222,291,NA,NA,NA,NA,NA,34,160,2,T2_B1_71,19.9,9,6,3,0.5,20.5,4,3,0.75,2
387,66,2,13-Aug,15,8,71,2,4,0.025222222,0.025222222,0.025222222,387,NA,NA,NA,NA,NA,66,600,2,T3_B2_71,,,8,4,0.5,30.7,6,3,0.5,2
423,57,0,,4,8,71,2,5,0.025222222,0.025222222,0.014333333,423,NA,NA,NA,NA,NA,57,160,2,T1_B2_71,24,,7,3,0.428571429,38,7,5,0.714285714,2
426,62,4,12-Aug,7,8,71,2,5,0.025222222,0.025222222,0.025222222,426,NA,NA,NA,NA,NA,62,280,2,T1_B2_71,,,8,3,0.375,29,5,2,0.4,2
661,,,,,8,71,2,7,0.025222222,0.025222222,0.229333333,661,NA,NA,NA,NA,NA,,0,2,T1_B2_71,,,4,4,1,22,0,,1,2
743,59,0,26-Aug,5,8,71,3,8,0.025222222,0.025222222,6.226,743,NA,NA,NA,NA,NA,59,200,2,T2_B3_71,,,6,3,0.5,46.4,3,1,0.333333333,2
883,52,0,29-Aug,6,8,71,3,9,0.025222222,0.025222222,0.004,883,NA,NA,NA,NA,NA,52,240,2,T1_B3_71,20,8,8,5,0.625,29.2,4,3,0.75,2
993,30,0,1-Sep,2,8,71,3,10,0.025222222,0.025222222,0.004,993,NA,NA,NA,NA,NA,30,80,2,T2_B3_71,16.4,5,6,0,0,20.5,3,1,0.333333333,2
756,85,0,24-Aug,15,8,72,3,8,0.086444444,0.086444444,0.004666667,756,21,36,88,10,27869.788,85,600,2,T2_B3_72,25,7,8,4,0.5,52,4,3,0.75,2
436,49,0,21-Aug,3,8,72,2,5,0.086444444,2.390444444,0.004666667,436,NA,NA,NA,NA,NA,49,120,2,T1_B2_72,,,6,3,0.5,15,4,3,0.75,2
674,,,,,8,72,2,7,0.086444444,0.086444444,0.056666667,674,NA,NA,NA,NA,NA,,0,2,T1_B2_72,,,5,4,0.8,,,,1,2
1075,14,,,0,8,72,2,11,0.086444444,0.086444444,0.022333333,1075,NA,NA,NA,NA,NA,14,0,2,T2_B3_72,9.1,4,3,3,1,11,2,2,1,2
429,30,0,27-Aug,3,8,73,2,5,0.0195,0.0195,0.04325,429,NA,NA,NA,NA,NA,30,120,2,T1_B2_73,,,5,2,0.4,19,2,1,0.5,2
671,20,0,,,8,73,2,7,,0,0.0155,671,NA,NA,NA,NA,NA,20,0,2,T1_B2_73,,,,,,,,,,2
766,57,0,28-Aug,5,8,73,3,8,0.0195,0.023833333,0.071833333,766,NA,NA,NA,NA,NA,57,360,2,T1_B3_73,23,7,8,5,0.625,37.2,5,4,0.8,2
1042,,,,0,8,73,1,11,0.0195,0.0195,0.082333333,1042,NA,NA,NA,NA,NA,,0,2,T2_B3_73,14.6,7,7,6,0.857142857,20.1,2,1,0.5,2
528,19,0,29-Aug,,8,76,2,6,0.0445,0.0525,0.1495,528,NA,NA,NA,NA,NA,19,1,2,T1_B2_76,,,6,3,0.5,14,3,2,0.666666667,2
644,,,,,8,76,2,7,0.0445,0.0445,0.03325,644,NA,NA,NA,NA,NA,,0,2,T1_B2_76,,,,,1,15.2,3,3,1,2
764,37,0,28-Aug,3,8,76,3,8,0.0445,0.0445,0.1485,764,NA,NA,NA,NA,NA,37,200,2,T1_B3_76,17,6,,,,23,3,1,0.333333333,2
995,23,0,3-Sep,1,8,76,3,10,0.0445,0.0445,0.025222222,995,NA,NA,NA,NA,NA,23,40,2,T2_B3_76,14,5,6,5,0.833333333,18.6,4,3,0.75,2
396,93,2,13-Aug,21,8,78,2,4,0.0155,0.0165,0.0035,396,10,5,33,4,16747.398,93,840,2,T3_B2_78,17,,10,5,0.5,30.9,9,4,0.444444444,2
669,,,,,8,78,2,7,0.0155,0.0155,15.36633333,669,NA,NA,NA,NA,NA,,0,2,T1_B2_78,,,5,4,0.8,23.3,3,2,0.666666667,2
1063,16,,,0,8,78,1,11,0.0155,0.0155,0.034625,1063,NA,NA,NA,NA,NA,16,0,2,T2_B3_78,14.6,4,4,4,1,,,,1,2
534,15,0,,,8,80,2,6,0.056666667,0.058666667,0.0525,534,0,82,28,8,23005.958,15,0,2,T1_B2_80,,,6,4,0.666666667,11,4,4,1,2
182,60,6,7-Aug,34,8,80,1,2,0.056666667,0.056666667,0.056666667,182,3,54,139,2,55862.03,60,1360,2,T1_B1_80,25.4,9,8,2,0.25,40,7,4,0.571428571,2
1020,14,,,2,8,80,1,11,0.056666667,0.056666667,0.056666667,1020,3,82,113,3,55862.03,14,80,2,T3_B3_80,8.1,5,5,5,1,9,3,3,1,2
678,25,0,,2,8,80,2,7,0.056666667,0.056666667,0.01375,678,16,2,73,14,41073.354,25,80,2,T1_B2_80,,,6,3,0.5,20.2,4,3,0.75,2
437,80,0,17-Aug,6,8,80,2,5,0.056666667,0.056666667,2.390444444,437,NA,NA,NA,NA,NA,80,240,2,T1_B2_80,,,8,3,0.375,40,6,3,0.5,2
778,40,0,29-Aug,9,8,80,3,8,0.056666667,0.056666667,0.173666667,778,NA,NA,NA,NA,NA,40,360,2,T1_B3_80,19,8,8,5,0.625,25,4,2,0.5,2
1077,21,,,0,8,80,2,11,0.056666667,0.056666667,0.004333333,1077,NA,NA,NA,NA,NA,21,0,2,T2_B3_80,10,5,6,5,0.833333333,14,2,1,0.5,2
427,,,,,8,81,2,5,0.03325,0.04325,0.025222222,427,7,8,33,10,39653.216,,0,2,T1_B2_81,,,7,4,0.571428571,20,4,3,0.75,2
507,30,0,28-Aug,,8,81,2,6,0.03325,0.03325,0.004333333,507,NA,NA,NA,NA,NA,30,4,2,T1_B2_81,,,5,3,0.6,25.2,2,1,0.5,2
642,54,0,22-Aug,6,8,81,2,7,0.03325,0.03325,3.696333333,642,NA,NA,NA,NA,NA,54,240,2,T1_B2_81,,,7,4,0.571428571,27.3,2,1,0.5,2
779,42,0,28-Aug,3,8,81,3,8,0.03325,0.03325,0.056666667,779,NA,NA,NA,NA,NA,42,120,2,T1_B3_81,19,7,9,5,0.555555556,30,2,1,0.5,2
887,52,0,31-Aug,9,8,81,3,9,0.03325,0.03325,0.025222222,887,NA,NA,NA,NA,NA,52,360,2,T1_B3_81,19,6,6,4,0.666666667,29,4,2,0.5,2
1036,,,,1,8,81,1,11,0.03325,0.03325,0.004,1036,NA,NA,NA,NA,NA,,40,2,T3_B3_81,12.8,5,5,5,1,15.4,3,2,0.666666667,2
1031,19,,,1,8,82,1,11,0.110333333,0.110333333,0.071833333,1031,6,62,7,3,9815.528,19,40,2,T3_B3_82,15.5,6,6,6,1,15.2,0,,1,2
412,58,0,23-Aug,4,8,82,2,5,0.110333333,0.110333333,0.004333333,412,NA,NA,NA,NA,NA,58,160,2,T1_B2_82,18,,6,2,0.333333333,30.3,4,3,0.75,2
418,42,0,29-Aug,4,8,82,2,5,0.110333333,0.110333333,0.035666667,418,NA,NA,NA,NA,NA,42,160,2,T1_B2_82,12,,6,2,0.333333333,22.5,4,3,0.75,2
646,66,0,21-Aug,16,8,82,2,7,0.110333333,1.835833333,0.0445,646,NA,NA,NA,NA,NA,66,640,2,T1_B2_82,,,9,5,0.555555556,43.2,5,5,1,2
753,59,0,25-Aug,3,8,82,3,8,0.110333333,0.110333333,0.018666667,753,NA,NA,NA,NA,NA,59,120,2,T2_B3_82,19,6,7,4,0.571428571,29,3,2,0.666666667,2
1078,28,,1-Sep,1,8,82,2,11,0.110333333,0.110333333,0.056666667,1078,NA,NA,NA,NA,NA,28,40,2,T2_B3_82,12.2,7,7,7,1,12,0,,1,2
518,8,0,,,9,87,2,6,0.008,0.011,0.004,518,NA,NA,NA,NA,NA,8,0,2,T1_B2_87,,,6,3,0.5,19,0,,1,2
656,33,0,,3,9,87,2,7,0.008,0.008,0.0348,656,NA,NA,NA,NA,NA,33,120,2,T1_B2_87,,,8,4,0.5,24.3,5,5,1,2
741,17,0,,,9,87,3,8,0.008,0.008,0.071833333,741,NA,NA,NA,NA,NA,17,0,2,T2_B3_87,,,7,5,0.714285714,17,0,,1,2
985,,,,0,9,87,3,10,0.008,0.008,6.212,985,NA,NA,NA,NA,NA,,0,2,T2_B3_87,,,,,,,,,,2
1014,15,,,2,9,91,1,11,0.036,0.036,0.0035,1014,7,12,105,7,62426.408,15,80,2,T3_B3_91,13.5,6,4,4,1,15.5,4,3,0.75,2
399,8,0,,0,9,91,2,4,0.036,0.036,0.0165,399,NA,NA,NA,NA,NA,8,0,2,T3_B3_91,,,6,4,0.666666667,,0,,1,2
780,28,0,,,9,91,3,8,0.036,0.036,0.03325,780,NA,NA,NA,NA,NA,28,0,2,T3_B3_91,17,7,7,6,0.857142857,20,2,2,1,2
890,33,0,2-Sep,1,9,91,3,9,0.036,0.036,0.0348,890,NA,NA,NA,NA,NA,33,40,2,T1_B3_91,12,7,7,7,1,18.3,4,4,1,2
1060,46,,1-Sep,5,9,91,1,11,0.036,0.036,0.173666667,1060,NA,NA,NA,NA,NA,46,200,2,T2_B3_91,17.3,6,7,4,0.571428571,20.8,5,4,0.8,2
439,,,,0,9,96,2,5,0.049555556,0.049555556,0.07,439,NA,NA,NA,NA,NA,,0,2,T1_B2_96,,,4,2,0.5,59.5,12,0,0,2
1080,,,,0,9,96,2,11,0.1715,0.1715,0.049555556,1080,NA,NA,NA,NA,NA,,0,2,T2_B3_96,5.4,4,2,2,1,,,,1,2
406,46,0,23-Aug,4,10,100,2,5,0.01375,0.01375,0.014333333,406,9,90,39,5,20211.187,46,160,2,T1_B2_100,20,,6,3,0.5,28,4,2,0.5,2
677,,,,,10,100,2,7,0.01375,0.01375,0,677,NA,NA,NA,NA,NA,,0,2,T1_B2_100,,,3,2,0.666666667,,,,1,2
891,15,0,,0,10,100,3,9,0.01375,0.01375,0.036,891,NA,NA,NA,NA,NA,15,0,2,T1_B3_100,15,6,6,6,1,15.6,5,5,1,2
757,68,0,25-Aug,9,10,106,3,8,0.004,0.004,0.086444444,757,17,79,208,25,61287.406,68,360,2,T2_B3_106,21,8,9,4,0.444444444,37.5,3,2,0.666666667,2
515,10,0,,,10,106,2,6,0.004,0.004,0.056666667,515,NA,NA,NA,NA,NA,10,0,2,T1_B2_106,,,,,,8,1,,1,2
516,12,0,,,10,106,2,6,0.004,0.004,0.004,516,NA,NA,NA,NA,NA,12,0,2,T1_B2_106,,,,,,7.5,0,,1,2
882,16,0,,0,10,106,3,9,0.004,0.004,6.212,882,NA,NA,NA,NA,NA,16,0,2,T1_B3_106,13,7,6,6,1,16.5,0,,1,2
992,20,,,1,10,106,3,10,0.004,0.004,0.1485,992,NA,NA,NA,NA,NA,20,40,2,T2_B3_106,17,5,6,6,1,18,2,1,0.5,2
1032,23,,,1,10,106,1,11,0.004,0.004,0.110333333,1032,NA,NA,NA,NA,NA,23,40,2,T3_B3_106,17.6,6,5,5,1,21.5,2,1,0.5,2
187,24,0,,,10,109,1,2,6.212,6.212,6.212,187,7,9,23,5,15359.016,24,0,2,T1_B1_109,17.5,8,7,4,0.571428571,29,3,3,1,2
881,32,0,2-Sep,1,10,109,3,9,6.212,6.212,0.056666667,881,8,2,29,4,16078.219,32,40,2,T1_B3_109,15,8,6,6,1,24,4,4,1,2
742,54,0,29-Aug,4,10,109,3,8,6.212,6.226,0.008,742,NA,NA,NA,NA,NA,54,160,2,T2_B3_109,,,9,6,0.666666667,49,2,2,1,2
984,24,0,2-Sep,2,10,109,3,10,6.212,6.212,0.173666667,984,NA,NA,NA,NA,NA,24,80,2,T2_B3_109,19.6,6,5,5,1,20,2,2,1,2
1016,50,,25-Aug,9,11,113,1,11,5.320833333,5.320833333,0.036,1016,8,24,55,6,20917.447,50,360,2,T3_B3_113,19,6,7,6,0.857142857,35,4,3,0.75,2
767,49,0,26-Aug,6,11,113,3,8,5.320833333,5.3275,0.023833333,767,9,20,52,3,19835.681,49,320,2,T1_B3_113,23,7,8,5,0.625,41,4,3,0.75,2
97,,,,,11,113,1,1,5.320833333,5.3285,5.3285,97,NA,NA,NA,NA,NA,,0,2,T1_B1_113,16.7,6,7,7,1,,0,,1,2
383,16,0,,0,11,113,2,4,5.320833333,5.320833333,5.320833333,383,NA,NA,NA,NA,NA,16,0,2,T3_B2_113,10.5,,5,4,0.8,10.4,3,2,0.666666667,2
389,,,,,11,113,2,4,5.320833333,16.07083333,0,389,NA,NA,NA,NA,NA,,0,2,T3_B2_113,,,6,5,0.833333333,,0,,1,2
414,30,0,26-Aug,4,11,113,2,5,5.320833333,5.320833333,0.082333333,414,NA,NA,NA,NA,NA,30,160,2,T1_B2_113,16,,6,3,0.5,21,4,3,0.75,2
415,37,0,25-Aug,4,11,113,2,5,5.320833333,5.320833333,5.320833333,415,NA,NA,NA,NA,NA,37,160,2,T1_B2_113,15,,7,4,0.571428571,22,4,3,0.75,2
676,53,0,22-Aug,8,11,113,2,7,,0,0.018666667,676,NA,NA,NA,NA,NA,53,320,2,T1_B2_113,,,,,,,,,,2
760,70,8,9-Aug,42,11,113,3,8,5.320833333,5.320833333,0.014333333,760,NA,NA,NA,NA,NA,70,1680,2,T2_B3_113,20,7,11,5,0.454545455,51.3,6,4,0.666666667,2
981,19,0,2-Sep,1,11,113,3,10,5.320833333,5.320833333,0.004333333,981,NA,NA,NA,NA,NA,19,40,2,T2_B3_113,13.2,6,7,5,0.714285714,13.5,4,2,0.5,2
1071,23,,2-Sep,3,11,113,2,11,5.320833333,5.320833333,0.07,1071,NA,NA,NA,NA,NA,23,120,2,T2_B3_113,13.5,4,,,,19,3,1,0.333333333,2
431,,,,0,11,117,2,5,,0,0.056666667,431,2,1,32,2,33422.658,,0,2,T1_B2_117,,,7,3,0.428571429,29,4,2,0.5,2
665,33,0,29-Aug,5,11,117,2,7,,0,0.004,665,6,46,23,6,20046.781,33,200,2,T1_B2_117,,,7,4,0.571428571,33.2,0,,1,2
746,0,0,,7,11,117,3,8,,0,0.1485,746,NA,NA,NA,NA,NA,0,280,2,T2_B3_117,,,8,6,0.75,29.5,4,3,0.75,2
438,29,0,,0,11,121,2,5,0.07,0.07,0.056666667,438,3,8,12,2,6215.917,29,0,2,T1_B2_121,,,8,3,0.375,30.5,6,2,0.333333333,2
653,18,0,,0,11,121,2,7,0.07,0.07,0.014333333,653,7,31,52,13,24652.746,18,0,2,T1_B2_121,,,8,4,0.5,23,4,4,1,2
400,,,,,11,121,2,5,0.07,0.07,0.036,400,NA,NA,NA,NA,NA,,0,2,T3_B2_121,8,,6,2,0.333333333,10,4,4,1,2
773,,,,,11,121,3,8,0.07,0.07,0.056666667,773,NA,NA,NA,NA,NA,,0,2,T1_B3_121,8,7,6,4,0.666666667,13,0,,1,2
1068,,,,0,11,121,1,11,0.07,0.07,0.001333333,1068,NA,NA,NA,NA,NA,,0,2,T2_B3_121,,,4,4,1,7,0,,1,2
899,35,0,,0,11,125,3,9,0.014333333,0.014333333,0.034625,899,4,10,10,1,4930.294,35,0,2,T1_B3_130,24,8,9,7,0.777777778,37,6,4,0.666666667,2
416,27,0,,2,11,125,2,5,0.014333333,0.019666666,5.320833333,416,18,26,65,8,43955.43,27,80,2,T1_B2_130,18,,7,4,0.571428571,25,4,3,0.75,2
405,33,0,27-Aug,3,11,125,2,5,0.014333333,0.014333333,0.071833333,405,NA,NA,NA,NA,NA,33,120,2,T1_B2_130,13.5,,6,3,0.5,15.3,4,3,0.75,2
422,33,0,28-Aug,2,11,125,2,5,0.014333333,0.014333333,0,422,NA,NA,NA,NA,NA,33,80,2,T1_B2_130,13,,6,3,0.5,21,4,2,0.5,2
652,17,0,,1,11,125,2,7,0.014333333,0.014333333,0.235,652,NA,NA,NA,NA,NA,17,40,2,T1_B2_130,,,8,5,0.625,17,2,1,0.5,2
759,12,0,,0,11,125,3,8,0.014333333,0.014333333,0.001333333,759,NA,NA,NA,NA,NA,12,0,2,T2_B3_130,10,5,6,3,0.5,10,0,,1,2
770,20,0,,,11,125,3,8,0.014333333,0.014333333,0.083333333,770,NA,NA,NA,NA,NA,20,0,2,T1_B3_130,17,6,10,9,0.9,29,5,5,1,2
768,26,0,26-Aug,5,11,128,3,8,0.082333333,0.083333333,5.3275,768,6,8,30,3,6896.244,26,200,2,T1_B3_128,18,8,9,4,0.444444444,25,6,6,1,2
413,35,0,27-Aug,3,11,128,2,5,0.082333333,0.082333333,0.110333333,413,NA,NA,NA,NA,NA,35,120,2,T1_B2_128,19,,5,3,0.6,30.7,3,2,0.666666667,2
996,25,,,1,11,128,3,10,0.082333333,0.082333333,0.0445,996,NA,NA,NA,NA,NA,25,40,2,T2_B3_128,24.1,4,6,6,1,28,4,4,1,2
1040,20,,,1,11,128,1,11,0.082333333,0.082333333,0.001333333,1040,NA,NA,NA,NA,NA,20,40,2,T3_B3_128,,,8,8,1,10.8,4,4,1,2
1043,20,,,1,11,128,1,11,0.082333333,0.084,0.0195,1043,NA,NA,NA,NA,NA,20,40,2,T2_B3_128,22.1,8,9,9,1,20.4,0,,1,2
777,39,0,30-Aug,4,11,129,3,8,0.173666667,0.173666667,0.0348,777,4,8,7,2,5542.648,39,160,2,T1_B3_129,23,6,9,5,0.555555556,33,3,3,1,2
982,,,,3,11,129,3,10,0.173666667,0.173666667,5.320833333,982,NA,NA,NA,NA,NA,,120,2,T2_B3_129,,,7,5,0.714285714,21,4,4,1,2
1059,,,,0,11,129,1,11,0.173666667,0.173666667,0.071833333,1059,NA,NA,NA,NA,NA,,0,2,T2_B3_129,8.3,4,5,5,1,6,0,,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0